,title,cast,description,genre,duration,release_year,country,rating
548,anthonybourdain:partsunknown,anthony bourdain,cnn original series ha chef anthony bourdain traveling extraordinary location around globe sample variety local cuisines .,docuseries,five,2018,united states,tv-pg
555,å¿è€…ãƒãƒƒãƒˆãƒªãã‚“,,hailing mountain iga kanzo hattori move elementary school student kenichi mitsuba family hone skill ninja .,anime,two,2012,japan,tv-y7
557,apache:thelifeofcarlostevez,balthazar murillo  vanesa gonzã¡lez  alberto ajaka  sofã­a gala castiglione  patricio contreras  matã­as recalt  osqui guzmã¡n  roberto vallejos  diego gallardo,gritty dramatization life carlos tevez show rise soccer stardom amid harrowing condition argentina ' fuerte apache .,crime,one,2019,argentina,r
558,apaches,alberto ammann  eloy azorã­n  verã³nica echegui  lucã­a jimã©nez  claudia traisac,young journalist forced life crime save father family series based novel miguel sã ¡ ez carral .,crime,one,2016,spain,r
564,aquarius,david duchovny  gethin anthony  grey damon  emma dumont  claire holt  michaela mcmanus  brã­an f. o'byrne  david meunier  ambyr childers  tara lynne barr  whitney rose pynn  jason ralph,amid turmoil 1960s la two cop prominent political family drawn sex- drug-fueled web young charles manson .,crime,two,2016,united states,r
568,arashi'sdiary-voyage-,arashi,twenty year debut join beloved member arashi new journey showcase life talent gift world .,docuseries ,one,2019,japan,tv-pg
569,archibald'snextbigthing,tony hale  rosamund pike  jordan fisher  chelsea kane  adam pally  kari wahlgren,happy-go-lucky chicken archibald may remember chore never forgets fun. life ' adventure !,kids',two,2020,,tv-y7
573,areyoutheone,ryan devlin,determined dating algorithm group single contestant must identify perfect match shot love cash prize .,reality,two,2014,united states,tv-pg
574,ares,jade olieberg  tobias kersloot  lisa smit  frieda barnhard  hans kesting  rifka lodeizen  robin boissevain  jennifer welts  steef de bot  jip van den dool  janni goslinga  dennis rudge  ian bok  roos dickmann  minne koole  alexander brouwer,aiming become part amsterdam ' elite ambitious college student join exclusive society unaware ' hiding horrifying secret .,international,one,2020,netherlands,r
575,argon,woo-hee chun  joo-hyuk kim  won-sang park,world filled provocative ( often misleading ) news passionate team investigative tv reporter strives bring truth light .,international,one,2017,south korea,r
577,arishaffir:doublenegative,ari shaffir,wry yet thoughtful comedian ari shaffir brings edgy humor two fast-paced stand-up special child adulthood .,stand-up,one,2017,united states,r
582,arresteddevelopment,jason bateman  portia de rossi  will arnett  michael cera  alia shawkat  tony hale  david cross  jeffrey tambor  jessica walter  ron howard,' emmy-winning story wealthy family lost everything one son choice keep together .,tv,five,2019,united states,r
583,arrow,stephen amell  katie cassidy  david ramsey  willa holland  paul blackthorne  emily bett rickards  john barrowman  colton haynes  susanna thompson  anna hopkins  juliana harkavy  adrian holmes  kathleen gati  echo kellum  rick gonzalez  dominic bogart  manu bennett,based dc comics ' green arrow affluent playboy becomes vengeful superhero saving city villain armed bow arrows .,crime,eight,2019,united states,tv-pg
585,arthdalchronicles,song joong-ki  jang dong-gun  kim ji-won  kim ok-vin  kim eui-sung  cho seong-ha  lee do-gyeong  park hae-joon  park byung-eun,mythical land called arth inhabitant ancient city arthdal surrounding region vie power build new society .,international,one,2019,south korea,r
594,ashvs.evildead,bruce campbell  lucy lawless  ray santiago  dana delorenzo  jill marie jones,thirty year later ash williams â€ “ demon hunter par excellence â€ “ back battle new deadite plague. may lost hand touch .,tv,three,2018,united states,r
595,ashesoflove,yang zi  deng lun  luo yunxi,hidden away mother floral goddess naã¯ve jinmi drawn xufeng heavenly emperor ' son. yet force conspire .,international,one,2018,china,tv-pg
596,askthedoctor,shalin naik  renee lim  sandro demaio,allergy diet sleep three friendly doctor share expert advice bust medical myth test latest treatments .,docuseries ,one,2017,australia,tv-pg
597,askthestorybots,judy greer  erin fitzgerald  fred tatasciore  jeff gill  gregg spiridellis  evan spiridellis,five curious little creature track answer kids ' biggest question like night happens need brush teeth .,kids',three,2019,united states,tv-y
602,astronomyclub:thesketchshow,shawtane bowen  jonathan braylock  ray cordova  caroline martin  jerah milligan  monique moses  keisha zollar  james iii,unique individual perspective converge unified voice sketch comedy group astronomy club delivers smart absurd brand humor .,tv,one,2019,united states,r
608,atthedolphinbay,angela chang  ambrose hui  wallace huo  jill hsu  lin wei jun  josie leung  mountain kao  liang hsiu-shen,encountering long separation two childhood friend orphanage must overcome great odds fulfill old promise find love .,international,one,2003,taiwan,tv-pg
609,atelier,mirei kiritani  mao daichi  wakana sakai  masako chiba  maiko  ken kaito  dori sakurada  nicole ishida  mayuko kawakita,"young "" fabric geek "" land job upscale japanese lingerie company â€ “ quickly discovers ' need help survive .",international,one,2015,japan,tv-pg
614,atomicpuppet,eric bauza  lisa norton  carlos dã­az  peter oldring  heather bambrick  rick miller  rob tinkler  kristina nicoll,captain atomic â€ “ superhero sock puppet â€ “ activate power help joey new partner biggest fan .,crime,one,2016,canada  france,tv-y7
615,attackontitan,yuki kaji  yui ishikawa  marina inoue  kisho taniyama  yu shimamura  yu kobayashi  shiori mikami  hiro shimono  ryota osaka  yoshimasa hosoya  tomohisa hashizume  saki fujita  hiroshi kamiya  daisuke ono  romi park  keiji fujiwara  kazuhiro yamaji  yusaku yara,hometown ruin young eren yeager becomes determined fight back giant titan threaten destroy human race .,anime,one,2013,japan,r
618,atypical,jennifer jason leigh  keir gilchrist  michael rapaport  brigette lundy-paine  amy okuda  jenna boyd  graham rogers  nik dodani,teen autism spectrum decides get girlfriend bid independence put whole family path self-discovery .,tv,three,2019,united states,tv-pg
620,auntydonna'sbigol'houseoffun,mark samual bonanno  broden kelly  zachary ruane  ed helms  kristen schaal  weird al yankovic  kia stevens  paul f. tompkins  tawny newsome,comedy trio aunty donna showcase uniquely absurd offbeat style array sketch song eclectic characters .,tv,one,2020,australia,r
623,aussiegoldhunters,,three team gold hunter battle manner challenge pursuing dream australian outback .,docuseries ,one,2016,australia,r
629,autumn'sconcerto,ady an  vanness wu  ann hsu  chris wu  xiao xiao bin,losing memory past wealthy lawyer travel rural village woman loved life son .,international,one,2009,taiwan,tv-pg
631,avatar:thelastairbender,zach tyler  mae whitman  jack de sena  dee bradley baker  dante basco  jessie flower  mako iwamatsu,sibling katara sokka wake young aang long hibernation learn ' avatar whose air-bending power defeat evil fire nation .,classic,three,2007,united states,tv-y7
638,awake:themilliondollargame,james davis,sleepless 24 hour contestant comedy game show stumble challenge eccentric everyday chance $ 1 million prize .,reality,one,2019,united states,tv-pg
639,away,hilary swank  josh charles  vivian wu  mark ivanir  ato essandoh  ray panthaki  talitha eliana bateman,commander emma green leaf behind husband daughter lead international crew astronaut perilous three-year mission mars .,romantic,one,2020,united states,tv-pg
640,awayfromhome,li yongzhen  zhuang kebi  zhang shunyuan  wang wei  wen shaoping  liu shumin  lu huiting  ye chengcheng  chen yuqi,high-achieving 11-year-old student embarks journey self-discovery school nearby island grapple tension home .,international,one,2015,,tv-pg
650,b:thebeginning,hiroaki hirata  yuki kaji  asami seto  hiroki touchi  minoru inaba  ami koshimizu  toshiyuki toyonaga  shintaro tanaka  atsushi goto  toshiyuki morikawa  kaito ishikawa  satomi sato  yu kitada  mitsuki saiga  kazuya nakai  nozomi kameda  makoto awane,"genius investigator keith flick rejoins royal police force serial killer "" b "" emerges. mysterious youth koku may ally target .",anime,one,2018,japan,r
666,babies,,nature nurture docuseries explores groundbreaking science reveals infant discover life first year .,docuseries ,two,2020,united states,tv-pg
667,baby,benedetta porcaroli  alice pagani  riccardo mandolini  chabeli sastre gonzalez  brando pacitto  lorenzo zurzolo  claudia pandolfi  galatea ranzi,fed family classmate two teen girl wealthy part rome drawn city ' underworld start leading double lives .,international,three,2020,italy,r
668,babyballroom,warren bullock  jane bullock,step cutthroat world kids ' ballroom dancing ambitious instructor proud parent pint-sized performer waltz win .,british,two,2018,united kingdom,r
671,babylonberlin,volker bruch  liv lisa fries  peter kurth  leonie benesch  matthias brandt  severija janusauskaite  fritzi haberlandt  ivan shvedoff  lars eidinger  anton von lucke  misel maticevic,soviet freight train ' hijacking lead haunted cop poor typist uncover political conspiracy amid vice glamour 1929 berlin .,crime,three,2020,germany,r
675,backstreetgirls-gokudols-,daisuke ono  satoshi hino  kazuyuki okitsu  yuka nukui  kaori maeda  hikaru akao  junichi suwabe  keiji fujiwara,pay epic blunder three yakuza brother forced alter body form girl group break underground j-pop idol scene .,anime,one,2018,japan,r
676,backto1989,marcus chang  ivy shao  mini tsai  yorke sun  ray yang  chang chieh,young man ' learned nothing father single mom ha freak accident sends back 1989 year wa born .,international,one,2016,taiwan,tv-pg
679,backwiththeex,,new beginning old baggage ? four single one chance reignite romance ex â€ “ leave past behind good .,international,one,2018,,r
684,badblood,anthony lapaglia  kim coates  enrico colantoni  paul sorvino  maxim roy  brett donahue  michelle mylett  claudia ferri  tony nappo,sprawling crime drama follows true story rizzuto family associate presided organized crime montreal decades .,crime,two,2019,canada,r
685,badboybillionaires:india,,investigative docuseries explores greed fraud corruption built â€ ” ultimately brought â€ ” indiaâ€ ™s infamous tycoons .,british,one,2020,india,tv-pg
689,badeducation,jack whitehall  mathew horne  sarah solemani  michelle gomez  nikki runeckles  kae alexander  layton williams  ethan lawrence  charlie wernham  jack binstead  jack bence  harry enfield,history teacher posh abbey grove alfie wicker something truly special : ' school ' england ' single worst educator .,british,three,2014,united kingdom,r
692,badguys,kim sang-jung  ma dong-seok  park hae-jin  cho dong-hyuk  kang ye-won  kang shin-il  ji-a min  hwang seung-eon,reinstated eradicate worst crime city detective request release three convict enlist help catching felons .,crime,one,2014,south korea,r
693,badguys:vilecity,joong-hoon park  jin-mo joo  yang ik-june  moo-yul kim  ji soo  young-chang song  hong-fa kim  tae-ho ryu  yu-seok kim  soo-young park  yoon-hee lee,ordered take villainous business leader control city prosecutor gather team men may clean .,crime,one,2018,south korea,r
697,badalterishtonkidastaan,additi gupta  sanjeeda sheikh  kiran karmarkar  abhinav shukla  tanushree kaushal  mona ambegaonkar,man killed wife lover â€ “ pregnant child â€ “ come thumb brutal dictatorial father .,international,one,2013,india,tv-pg
701,baewatch:parentalguidance,,couple go romantic getaway test relationship knowing family calling shot cringing every move .,british,one,2019,,r
702,baki,nobunaga shimazaki  takayuki sugo  bin shimada  rikiya koyama  takuya eguchi  banjo ginga  takehito koyasu  kenjiro tsuda  chafurin  issei futamata  mugihito  yoshihisa kawahara  sora amamiya  toru furuya,martial art champion baki hanma train hard surpass legendary father five violent death row inmate descend upon tokyo take .,anime,three,2020,japan,r
703,bakugan:armoredalliance,,dan kouzo crew heroic brawler battle challenger powerful evil force work protect human bakugan .,anime,one,2020,,tv-y7
